payDate,total,id,currency_amount,volDate,monthly_growth_%,outflow_intensity
2007-12-31,842702237.49,58,959982,2007-12-31,22.031558461204035,877.8312900554386
2008-01-31,716570927.9499999,59,867454,2008-01-31,-9.63851405547187,826.0621634691868
2008-02-29,1120592820.9299998,60,860846,2008-02-29,-0.7617695001694624,1301.7343647179632
2008-03-31,477914240.01,61,891532,2008-03-31,3.5646329308610447,536.059546948399
2008-04-30,680402600.46,62,898619,2008-04-30,0.7949237940982457,757.1647165929054
2008-06-30,0.0,64,917998,2008-06-30,0.15066270863404174,0.0
2008-07-31,1289959640.8,65,936574,2008-07-31,2.0235338203351105,1377.3173724660303
2008-10-31,7098874584.110001,68,965427,2008-10-31,-1.0911024437621264,7353.093070848444
2008-12-31,837256840.03,70,1155031,2008-12-31,16.918042146051526,724.8782413891921
2009-03-31,2743820842.24,73,1035882,2009-03-31,1.2680477578205673,2648.7774111723147
2009-04-30,2635054090.38,74,1047853,2009-04-30,1.155633556717861,2514.717322353422
2009-06-30,2361154810.89,76,1006314,2009-06-30,-1.7427889896432514,2346.3400200036967
2009-07-31,952250346.86,77,1008251,2009-07-31,0.1924846519078649,944.4576269797898
2009-08-31,5138724385.450001,78,1019143,2009-08-31,1.080286555629506,5042.20152171972
2009-09-30,2814371087.0,79,1032176,2009-09-30,1.2788195572162042,2726.6387583125356
2009-11-30,1007626325.62,81,1108332,2009-11-30,8.645620432589807,909.1376280933872
2009-12-31,1395759490.12,82,1184322,2009-12-31,6.856248849622681,1178.5304082166842
2010-03-31,4134053309.33,85,1088881,2010-03-31,3.4158502823114834,3796.6070758237124
2010-04-30,2710168585.34,86,1072606,2010-04-30,-1.4946536857562975,2526.7139894238894
2010-06-30,4793461166.51,88,1063914,2010-06-30,0.6781181511580803,4505.496841389436
2010-08-31,2488414399.0699997,90,1094505,2010-08-31,1.6327087755659164,2273.5523355946293
2010-09-30,3561859837.76,91,1125482,2010-09-30,2.830229190364597,3164.7417175574556
2010-11-30,1894210723.35,93,1227399,2010-11-30,6.436859754537716,1543.2721742074093
2010-12-31,3535584617.58,94,1378024,2010-12-31,12.271885507483704,2565.6916117426113
2011-01-31,2919344659.6800003,95,1340412,2011-01-31,-2.729415452851325,2177.945780610738
2011-02-28,2447675368.35,96,1337459,2011-02-28,-0.22030539863863163,1830.0937586497978
2011-03-31,3157901287.8,97,1416831,2011-03-31,5.934537058706102,2228.8482449918165
2011-05-31,3343347750.8900003,99,1410625,2011-05-31,-5.477275681702743,2370.1180334178116
2011-06-30,3288767033.1099997,100,1353982,2011-06-30,-4.015454142667263,2428.9591982094294
2011-08-31,1853844134.71,102,1379715,2011-08-31,2.6878515273507597,1343.6428064564059
2011-09-30,6800348073.78,103,1342971,2011-09-30,-2.6631586958176134,5063.65965741628
2011-10-31,5372719522.96,104,1359581,2011-10-31,1.2368100279157135,3951.746547620186
2011-11-30,2197049951.55,105,1390700,2011-11-30,2.288866937681533,1579.815885201697
2012-01-31,3905531898.29,107,1475525,2012-01-31,-5.747304852957424,2646.8761276765895
2012-02-29,3495453828.66,108,1438073,2012-02-29,-2.5382152115348777,2430.651176025139
2012-04-30,2676468823.89,110,1422438,2012-04-30,-0.7255550887262596,1881.6066667861796
2012-05-31,1231094769.21,111,1398955,2012-05-31,-1.6508979653243272,880.0102713882862
2012-06-30,3292357153.16,112,1838980,2012-06-30,31.453835184119573,1790.316998096771
2012-07-31,3190492453.52,113,1362604,2012-07-31,-25.904360025666406,2341.467112616725
2012-08-31,3725785042.7400002,114,1368236,2012-08-31,0.4133262488587919,2723.0573108294184
2012-09-30,2317694421.7200003,115,1348838,2012-09-30,-1.4177378756296433,1718.2896846915644
2012-10-31,1410012351.74,116,1458211,2012-10-31,8.108683177668485,966.9467256384708
2012-11-30,1358050721.37,117,1430962,2012-11-30,-1.8686596109890763,949.0473690915621
2012-12-31,985423521.94,118,1631717,2012-12-31,14.029373246808795,603.9181561140811
2013-01-31,907906723.94,119,1457257,2013-01-31,-10.691805012756506,623.0244383386047
2013-02-28,2180490091.45,142,1437459,2013-02-28,-1.35857985242136,1516.905937108467
2013-03-31,2605079169.99,145,1508513,2013-03-31,4.943027940275169,1726.918607920515
2013-04-30,2645834084.63,146,1470133,2013-04-30,-2.544227328501647,1799.7243002027708
2013-05-31,2760080109.96,147,1457653,2013-05-31,-0.8489027863465393,1893.50971044549
2013-06-30,2974840581.8900003,149,1480564,2013-06-30,1.5717732546772112,2009.26172856425
2013-07-31,3690097251.06,150,1457282,2013-07-31,-1.572508854733734,2532.1778839373574
2013-08-31,2875834716.02,151,1443338,2013-08-31,-0.956849806694926,1992.4887420825892
2013-09-30,3187845412.58,152,1474048,2013-09-30,2.127706746444691,2162.6469508319947
2013-10-31,0.0,153,1549536,2013-10-31,5.121135811045496,0.0
2013-11-30,0.0,154,1571034,2013-11-30,1.387383061768177,0.0
2013-12-31,0.0,155,1776813,2013-12-31,13.098316140834632,0.0
2014-01-31,0.0,156,1588476,2014-01-31,-10.599708579349654,0.0
2014-02-28,0.0,157,1558027,2014-02-28,-1.9168687471513568,0.0
2014-03-31,4852519396.08,158,1574357,2014-03-31,1.0481204754474671,3082.2230257050974
2014-04-30,3649180761.04,159,1569640,2014-04-30,-0.29961438225256654,2324.8520431691345
2014-05-31,4583693132.1,160,1517640,2014-05-31,-3.312861547870849,3020.276964299834
2014-06-30,3830539244.02,162,1497142,2014-06-30,-1.3506496929443057,2558.5677537735232
2014-07-31,3083748120.5,163,1568195,2014-07-31,4.7459092056732155,1966.4315474159782
2014-08-31,4277432513.37,164,1501514,2014-08-31,-4.252085996958288,2848.746340939878
2014-09-30,4177194535.32,165,1548322,2014-09-30,3.1173868508718616,2697.8848943049315
2014-10-31,5288005609.51,166,1534009,2014-10-31,-0.9244201141622943,3447.1803030555884
2014-11-30,5357794742.9,167,1578289,2014-11-30,2.8865541206081646,3394.68547452336
2014-12-31,4053804629.01,168,1797978,2014-12-31,13.919440609419432,2254.646402241852
2015-01-31,2196805444.97,169,1661692,2015-01-31,-7.579959265352521,1322.0292599170002
2015-02-28,1273415392.55,170,1622701,2015-02-28,-2.346463724926162,784.7504824055694
2015-03-31,125948299.68,171,1808627,2015-03-31,11.457810157262482,69.63752043953784
2015-04-30,428704971.55,172,1692312,2015-04-30,-6.431121508193782,253.3250201794941
2015-05-31,415779609.55,173,1660679,2015-05-31,-1.8692179692633482,250.36723505867178
2015-06-30,675178805.53,174,1562551,2015-06-30,-5.908908344117069,432.10033178437055
2015-07-31,758926116.53,175,1574525,2015-07-31,0.7663109876093754,482.0032178148965
2015-08-31,1347558872.36,176,1544559,2015-08-31,-1.9031771486638815,872.4554208418066
2015-09-30,1191226389.66,177,1637495,2015-09-30,6.01699255256678,727.4687187808207
2015-11-30,447996793.38,179,1633209,2015-11-30,4.667053323378534,274.30463178931785
2015-12-31,253664717.9,180,1857941,2015-12-31,13.760149497094364,136.53001785309652
2016-01-31,392478807.18,181,1725128,2016-01-31,-7.1483970696593735,227.50706450767711
2016-02-29,148761265.59,182,1711623,2016-02-29,-0.7828404616932794,86.91240161530898
2016-03-31,389084045.89,183,1811090,2016-03-31,5.811268018716742,214.83418598192247
2016-04-30,288850874.95,184,1763533,2016-04-30,-2.6258772341518077,163.79102344554934
2016-06-30,546160662.67,186,1684725,2016-06-30,-3.559493183949225,324.1838654201724
2016-08-31,446591893.66,194,1679477,2016-08-31,0.9000928209456971,265.91128884765914
2016-09-30,402319017.85,195,1794287,2016-09-30,6.836056700984883,224.2222218909238
2016-10-31,233344208.92,196,1825664,2016-10-31,1.7487168998047586,127.8133374596859
2016-11-30,396891379.94,197,1907863,2016-11-30,4.5024166549814115,208.0292871867634
2017-01-31,652839000.75,199,1994577,2017-01-31,-8.470961933282982,327.3069932872985
2017-02-28,250383911.71,201,1978886,2017-02-28,-0.7866830912017897,126.52770887762105
2017-03-31,835040274.73,200,1983633,2017-03-31,0.23988243890755712,420.9651053042574
2017-04-30,479813138.84,202,1975812,2017-04-30,-0.39427656224715335,242.8435189380366
2017-05-31,808695802.79,203,1897917,2017-05-31,-3.942429745340148,426.096506217079
2017-06-30,957255071.93,205,1873543,2017-06-30,-1.284250048869362,510.9330674182551
2017-07-31,1154074846.86,206,1769085,2017-07-31,-5.575425810883439,652.3569228499478
2017-08-31,919182663.98,207,1868735,2017-08-31,5.63285540265166,491.8742700168831
2017-09-30,440298482.13,208,1781046,2017-09-30,-4.692425624821073,247.2134252175407
2017-10-31,745401641.29,209,1791194,2017-10-31,0.5697775352236922,416.14791099679877
2017-11-30,745401641.29,210,1896156,2017-11-30,5.859890106822596,393.11198091823667
2017-12-31,827586912.62,211,2157229,2017-12-31,13.768540141212004,383.63424217827594
2018-01-31,334209997.67,212,1945444,2018-01-31,-9.817455634056472,171.7911169224095
2018-02-28,669545350.66,213,1937337,2018-02-28,-0.4167172121119944,345.60086895568503
2018-03-31,729407721.16,214,2039324,2018-03-31,5.264288040748721,357.6713269495186
2018-04-30,1023271246.27,215,1957219,2018-04-30,-4.026089037347669,522.8189825819185
2018-05-31,784220856.88,216,1930695,2018-05-31,-1.3551881521689735,406.1857812238598
2018-06-30,1166893582.6405,217,1900671,2018-06-30,-1.5550876756815546,613.9377002334966
2018-07-31,1416979370.37,218,1824826,2018-07-31,-3.9904328523979182,776.5010857857133
2018-08-31,1197766943.6,219,1928744,2018-08-31,5.6946799311276886,621.0087723409638
2018-09-30,1422665298.89,220,1926382,2018-09-30,-0.12246311589303449,738.5167110624996
2018-10-31,1083185173.75,222,1956009,2018-10-31,1.537960799052307,553.7731031656807
2018-11-30,1983109122.22,223,2100129,2018-11-30,7.3680642573730415,944.27967149637
2018-12-31,1928754529.14,227,2329706,2018-12-31,10.93156658471932,827.8961075517684
2019-01-31,2025960616.7,228,2139666,2019-01-31,-8.157252460181674,946.858349247032
2019-02-28,2174921511.57,229,2241313,2019-02-28,4.750601262066145,970.3783057386453
2019-03-31,1308976336.59,230,2153220,2019-03-31,-3.9304193568680534,607.9157432078468
2019-04-30,1644474768.53,231,2158698,2019-04-30,0.2544096748126057,761.7901015009974
2019-05-31,2022197574.26,232,2111848,2019-05-31,-2.1702896838742602,957.548826553805
2019-07-31,1859642959.27,234,2003090,2019-07-31,-0.5453129057387707,928.3871215322326
2019-09-30,1887192058.03,236,2005600,2019-09-30,-0.6558221552971033,940.9613372706422
2019-10-31,1415273955.06,237,2055946,2019-10-31,2.510271240526518,688.3808986520073
2019-12-31,1687514134.57,239,2441656,2019-12-31,10.886330040032789,691.1350880590877
2020-01-31,2216692017.55,240,2248440,2020-01-31,-7.913317846576263,985.8799957081355
2020-02-29,5477734986.9,241,2185723,2020-02-29,-2.789356175837465,2506.143270167354
2020-03-31,707243469.46,242,2294845,2020-03-31,4.992489899223274,308.1879035228959
2020-04-30,545855449.73,243,2306234,2020-04-30,0.49628624155444445,236.68693191150595
2020-05-31,472356599.6,244,2352008,2020-05-31,1.9847942576512123,200.83120448569903
2020-06-30,516571406.09,245,2299502,2020-06-30,-2.2323903660191657,224.6449040226971
2020-07-31,476235218.43,246,2394632,2020-07-31,4.136982703211389,198.87616069191427
2020-08-31,492680569.01,248,2369601,2020-08-31,-1.0452963127528525,207.91710039369497
2020-09-30,264936823.9,250,2426044,2020-09-30,2.381962195323184,109.20528395198109
2020-11-30,175010611.23,252,2658426,2020-11-30,6.435258456503656,65.83241784048154
2020-12-31,292676393.22,253,2907126,2020-12-31,9.35515978251793,100.6755101842851
2021-03-31,477697630.28,256,2807398,2021-03-31,1.040239410184296,170.15671817106087
2021-04-30,0.0,257,2796471,2021-04-30,-0.389221620874558,0.0
2021-05-31,0.0,258,2790895,2021-05-31,-0.19939416500296403,0.0
2021-06-30,0.0,259,2741262,2021-06-30,-1.7783900863343138,0.0
2021-08-31,0.0,261,2778706,2021-08-31,-1.1876165275596207,0.0
2021-09-30,0.0,262,2837063,2021-09-30,2.1001502138045636,0.0
2021-11-30,385450165.55,264,3148591,2021-11-30,6.1566730782522505,122.41989053198716
2021-12-31,385218342.1,265,3325157,2021-12-31,5.607778209364134,115.84967028624514
2022-01-31,261969750.98,266,3288027,2022-01-31,-1.1166390038124474,79.67384421721597
2022-02-28,483858574.91,268,3250188,2022-02-28,-1.1508117177869925,148.87094989889817
2022-03-31,921027175.16,269,3245597,2022-03-31,-0.14125336749750694,283.7774299027267
2022-04-30,383438624.97,270,3349682,2022-04-30,3.206960075449916,114.47015715820189
2022-05-31,428219043.72,271,3330863,2022-05-31,-0.5618145244832173,128.56098966544107
2022-06-30,850198131.41,272,3255563,2022-06-30,-2.260675386528954,261.1524124736643
2022-10-31,187838187.95,276,3298786,2022-10-31,1.7327453278233484,56.94161062584841
2022-11-30,417489780.56,277,3164256,2022-11-30,-4.078166937776507,131.93931861391746
2023-01-31,299317716.17,279,1386398,2023-01-31,-57.891344690699576,215.89595207869604
2023-02-28,544251755.95,281,982097,2023-02-28,-29.161972247507574,554.1731172684572
2023-03-31,808587323.72,282,1683498,2023-03-31,71.41870914991087,480.30192119028357
2023-05-31,484235019.94,285,2526679,2023-05-31,1.795814439759802,191.64880855067065
2023-06-30,431024150.5,286,2603266,2023-06-30,3.031132961488181,165.57053735576773
2023-07-31,954056632.47,288,2595761,2023-07-31,-0.2882917074167657,367.54409688334175
2023-08-31,982669651.82,289,2660138,2023-08-31,2.480081948992985,369.40551648824237
2023-09-30,581983136.09,290,2761291,2023-09-30,3.802547085903063,210.7648690739223
2023-10-31,633065755.97,291,2997756,2023-10-31,8.563566824358615,211.17988120781013
2023-11-30,451086955.47,293,3347716,2023-11-30,11.67406553435304,134.74469025150282
2024-01-31,757414670.11,295,3650500,2024-01-31,-0.07552160960939691,207.4824462703739
2024-02-29,424964271.66,296,3693573,2024-02-29,1.179920558827563,115.0550623095848
2024-04-30,462545416.39,298,3922947,2024-04-30,1.385692096564517,117.90763841316235
2024-05-31,1241294249.04,299,3965101,2024-05-31,1.0745493120350558,313.0548878931457
2024-07-31,694447531.51,302,4053763,2024-07-31,0.12433531609550297,171.30935664221118
